"Timestamp","Cluster Name","Number of CPUs","CPU Type","CPU Clock","Rocks Version","Organization","Location","Member of Rocks Grid","Notes","FLOPs"
"2005-04-19","Neuronic","32","Pentium 4","2.80","3.3.0","University of Oregon Neuroinformatics Center","Eugene, OR","no","N/A","179.2"
"2005-04-21","Dionysos","5","Pentium","0.80","3.3.0","Bradley University Business Computer Systems Department","Peoria, IL","yes","N/A","4"
"2005-04-24","CRSS","28","Pentium 4","3.06","3.3.0","Center for Risk Studies and Safety, University of Santa Barbara","Santa Barbara, CA","no","N/A","171.36"
"2005-09-09","thor","66","Opteron","1.80","4.0.0","SAIC, CESS Group","San Diego","no","N/A","237.6"
"2005-04-27","samdog","8","Opteron","1.60","Other","UT Southwestern Medical Center","Dallas","no","TYAN S2875 are non-NUMA SMP boardsContact me if you're having problems.","25.6"
"2005-04-28","ChemClus","12","Pentium 4","2.80","3.3.0","Department of Chemistry, University of Stellenbosch","Stellenbosch, South Africa","no","N/A","67.2"
"2005-05-01","phoomum","2","Athlon 64","2.20","3.3.0","Personal","Knoxville, TN","no","N/A","8.8"
"2005-05-02","kisti","16","Opteron","2.00","3.3.0","University of Michigan Atmospheric, Oceanic and Space Sciences","N/A","no","N/A","64"
"2005-05-02","SCEC Dynamic Cluster","16","Pentium 4","3.20","3.3.0","Southern California Earthquake Center","University of Southern California (Los Angeles)","yes","N/A","102.4"
"2005-05-11","davinci2","10","EM64T","3.40","3.3.0","ATA","Arnold AFB, TN","no","N/A","68"
"2005-05-11","hydra.arnold.af.mil","17","Athlon MP","1.60","3.3.0","ATA","Arnold AFB, TN","no","N/A","54.4"
"2005-07-27","Taos 1","16","Opteron","2.00","3.3.0","Materials Design, Inc.","Taos, NM","no","N/A","64"
"2005-05-12","Auger","7","Athlon 64","2.00","3.3.0","Dept. of Chemistry, Casey Group University Nevada, Reno","Reno","no","Prof. Sean Casey's Group Cluster","28"
"2005-05-17","MAMMOTH","16","Athlon 64","3.00","3.3.0","Mammoth Corporation","Brazil","yes","N/A","96"
"2005-05-13","G-REX","64","Athlon MP","3.00","3.3.0","Mammoth Corporation","Brazil","yes","N/A","384"
"2005-05-17","T-REX","32","Opteron","3.20","3.3.0","Mammoth Corporation","Brazil","yes","N/A","204.8"
"2005-06-02","TSP","5","Athlon 64","1.80","3.3.0","Institute of Physics","Saigon, Vietnam","yes","N/A","18"
"2005-05-16","Wrangler","256","EM64T","3.20","3.3.0","TACC","Austin, Texas","no","Current Peak = 1.269 TFLOPS","1638.4"
"2005-06-06","Taurus","32","Opteron","2.00","3.3.0","Oak Ridge National Laboratory","Oak Ridge, TN","no","N/A","128"
"2005-05-17","VELOCIRAPTOR","64","Pentium 4","3.20","3.3.0","Mammoth Corporation","Brazil","no","N/A","409.6"
"2005-05-18","SMILODON","32","Pentium 4","3.20","3.3.0","Mammoth Corporation","Brazil","no","N/A","204.8"
"2005-05-17","KORG","8","Pentium 4","3.20","3.3.0","Mammoth Corporation","Brazil","no","N/A","51.2"
"2005-05-18","argus.irb.hr","8","EM64T","2.80","3.3.0","Institute Rudjer Boskovic","Zagreb, Croatia","no","N/A","44.8"
"2005-09-06","ngc3200","12","Opteron","2.40","3.3.0","CNR Istituto di Ricerche sulla Combustione","Napoli","no","Marco Imparato","57.6"
"2005-10-20","Hercules","26","Pentium 4","2.40","4.0.0","Instituto de Fisica, Universidad de Antioquia","Medellín - Antioquia, Colombia","yes","N/A","124.8"
"2005-05-19","MEGATERIO","12","Pentium 3","1.70","3.3.0","Mammoth Corporation","Brazil","yes","N/A","20.4"
"2005-05-20","RockNRoll","3","Pentium 4","3.00","3.3.0","National and Kapodistrian University of Athens","Athens","yes","Used for Grid Research in the Department of Inormatics and Telecommunications, Parallel and Distributed Processing Laboratory","18"
"2005-05-19","colato","5","Pentium 4","3.00","3.3.0","Div. Colisiones Atómicas","S. C. de Bariloche, Argentina","no","N/A","30"
"2005-05-19","zero-cluster","10","EM64T","3.00","3.3.0","Politecnico di Milano, Dipartimento di Meccanica","Milano, Italy","no","N/A","60"
"2005-05-20","Rocky","20","Pentium 3","0.67","3.3.0","Indiana University Chemistry Department","Bloomington, IN","no","N/A","13.4"
"2005-05-19","TRICERATOPS","3","Pentium 3","1.70","3.3.0","Mammoth Corporation","Brazil","yes","N/A","5.1"
"2005-05-19","TROODON","9","Pentium 3","1.80","3.3.0","Mammoth Corporation","Brazil","yes","N/A","16.2"
"2005-05-21","MASTODON","12","Pentium 4","3.20","3.3.0","Mammoth Corporation","Brazil","yes","N/A","76.8"
"2005-05-23","READ c0","70","EM64T","3.20","3.3.0","READ ASA","Oslo, Norway","no","N/A","448"
"2005-05-24","luisbriones","4","Pentium 4","3.20","Unspecified","ACSA","Santiago","no","N/A","25.6"
"2005-05-25","Skylla","4","Athlon XP","1.80","Other","ClearSpeed","Bristol, UK","no","N/A","14.4"
"2005-05-26","Obelix","32","Pentium 4","2.80","3.1.0","Centre Robert Cedergren","Montreal, Quebec, Canada","no","N/A","179.2"
"2007-10-17","kvartsi (Mgrid)","192","Opteron","2.30","4.1","Helsinki University of Technology","Espoo, Finland","no","96 2.2 GHz single core, 48 2.4 GHz dual core.","883.2"
"2005-05-26","Spektroliitti","29","Opteron","1.80","3.2.0","Lappeenranta University of Technology","Lappeenranta, Finland","no","N/A","104.4"
"2007-11-22","akaatti (mgrid)","96","Opteron","2.20","4.1","Tampere University of Technology","Tampere, Finland","no","N/A","422.4"
"2005-05-26","Grendel","14","Pentium 3","0.75","3.3.0","Luther College","Decorah, IA","no","N/A","10.5"
"2005-05-27","Simpson","68","EM64T","3.60","3.3.0","Florida International University","Miami","yes","N/A","489.6"
"2005-05-28","SEISMOSAURUS (GRID)","64","Pentium 4","3.20","Unspecified","Mammoth Corporation","Brazil","yes","N/A","409.6"
"2005-05-28","STEGOSAURUS (GRID)","32","Pentium 4","3.20","3.3.0","Mammoth Corporation","Brazil","yes","N/A","204.8"
"2005-05-29","EMGS-rocks","1060","EM64T","3.40","3.3.0","EMGS","Trondheim, Norway","no","N/A","7208"
"2005-05-31","topaasi","24","Opteron","2.20","3.2.0","University of Turku","Turku, Finland","no","N/A","105.6"
"2005-06-02","Terminator","18","Pentium 4","2.20","3.3.0","Huawei Vietnam","Hanoi, Vietnam","yes","Please be informed that we have registered here!","79.2"
"2005-06-02","Cold vs.Hot","8","Pentium 4","1.70","Unspecified","Cadpro","Ha Noi - Viet Nam","no","Dont","27.2"
"2005-06-04","IBM TEST","8","Pentium 3","1.00","2.2.1","TP.HCM","Viet Nam","no","cagdasgag","8"
"2005-06-08","Lamsinh","25","Athlon 64","1.80","3.3.0","admin of Mard","Ha Noi, Viet Nam","no","nope :P","90"
"2005-06-08","Pallas","12","Pentium 4","2.80","Other","IBMB, University of Wroclaw","Wroclaw, Poland","no","N/A","67.2"
"2011-02-28","Gaggle","14","Opteron","2.00","5.4","University of Stuttgart","Stuttgart","yes","N/A","56"
"2005-06-09","orincon","10","Pentium 4","3.00","3.2.0","Orincon Corporation","San Diego, CA USA","no","N/A","60"
"2005-06-10","Geochemistry and Astrobiology Simulator","12","Pentium 4","3.20","3.3.0","UCLA","Los Angeles","no","N/A","76.8"
"2005-06-13","micro machine","28","Pentium 4","2.40","3.3.0","GCD (Grup de Computació Distribuïda). Universitat de Lleida","Lleida","no","N/A","134.4"
"2005-06-15","fold","4","Pentium 4","3.00","4.0.0","University Frankfurt Biophysical Chemistry","Frankfurt/ Main","yes","N/A","24"
"2005-06-16","thylacine","16","Pentium 2","0.20","4.0.0","jsdnet - private research","Snowy NSW - Australia","no","Private cluster built from pensioned-off server hardware. Compute nodes (4): Compaq Proliant 5000 servers, 4 cpus each 200Mhz Pentium Pro, 512Mb, 18Gb HDDFrontend node (1): P3 850 cloneFuture: Add more Proliant 5000's as they become available.","3.2"
"2005-06-19","pruebas-1","160","Athlon 64","2.00","4.0.0","N/A","N/A","no","N/A","640"
"2005-06-21","supernova_0","6","Pentium 3","0.60","3.1.0","Franklin University","Columbus, Ohio","no","N/A","3.6"
"2005-06-24","ALLOSAURUS","64","Pentium 4","3.20","4.0.0","Mammoth Corporation","Brazil","yes","N/A","409.6"
"2005-06-25","PTERODACTYLUS","7","Athlon","1.80","4.0.0","Mammoth Corporation","Brazil","yes","N/A","12.6"
"2005-06-30","LCC of UNS-VNU","4","Itanium 2","0.90","4.0.0","Laboratory of Computational Chemistry","Hochiminh City","no","N/A","14.4"
"2005-06-29","KTS cluster","4","Pentium 3","1.30","3.1.0","Kowloon Technical School","Hong Kong","yes","N/A","5.2"
"2005-08-03","Pandora","22","Opteron","2.20","4.0.0","Physics Department, Texas Tech University","Lubbock TX, USA","no","N/A","96.8"
"2005-07-06","LCCcluster","20","EM64T","2.40","4.0.0","Laboratory of Computational Chemistry - UNS-VNU-HCMC","HCMC -Vietnam","yes","N/A","96"
"2009-04-30","iwan","80","Opteron","2.50","5.1","BRIDGE, University of Bristol","Bristol","yes","N/A","400"
"2005-07-09","Sepeli (Mgrid)","768","Opteron","2.20","3.2.0","CSC - Scientific Computing Ltd.","Espoo, Finland","no","N/A","3379.2"
"2005-07-11","Research Cluster","130","EM64T","3.20","3.3.0","N/A","N/A","yes","N/A","832"
"2005-07-13","calving","20","EM64T","3.00","4.0.0","ICME @ Stanford University","Stanford","no","N/A","120"
"2005-07-15","Black Star","5","Pentium 2","1.60","4.0.0","Rapture BioMedical Research","Houston","yes","N/A","8"
"2005-07-19","obsidian","32","Opteron","2.40","3.3.0","LSA, University of Michgan","Ann Arbor","no","N/A","153.6"
"2005-07-19","KTS PIII cluster","4","Pentium 3","1.30","4.0.0","Kowloon Technical School","Hong Kong","no","N/A","5.2"
"2005-07-27","notus","92","EM64T","3.60","3.3.0","Wichita State University","Wichita, KS","no","N/A","662.4"
"2005-07-27","Precise-Rocks-5","10","Opteron","1.80","3.3.0","Precise-ITC, inc.","Kanata (Ottawa), Ontario, Canada","no","Linux platform for internal developmenand testing.","36"
"2005-07-27","Unab Cluster","3","Pentium 4","1.00","2.3.2","Universidad Autonoma de Bucaramanga","N/A","no","N/A","6"
"2005-08-01","Candi","4","Pentium 4","1.00","3.3.0","HPC","State College","no","N/A","8"
"2005-08-01","Bioinfo","20","Athlon 64","2.20","4.0.0","Cientistas Associados","Sao Carlos- Brazil","no","N/A","88"
"2005-08-02","Anfinsen","125","Opteron","2.00","4.0.0","Uppsala University","Uppsala, Sweden","no","N/A","500"
"2005-08-02","TSC Tornado","40","EM64T","3.40","4.0.0","Systemax Manufacturing","Fletcher Ohio","no","N/A","272"
"2005-08-05","CERATOSAURUS","16","Pentium 4","3.00","4.0.0","Mammoth Corporation","Brazil","yes","N/A","96"
"2005-08-05","THEROPODS","9","Athlon 64","3.20","4.0.0","Mammoth Corporation","Brazil","yes","N/A","57.6"
"2005-08-06","ALiCE","128","Pentium 3","0.50","4.0.0","N/A","London, UK","no","N/A","64"
"2006-04-10","juggling","72","Opteron","2.40","4.1","Swartz Center for Computational Neuroscience, INC, UCSD","La Jolla","no","N/A","345.6"
"2008-05-20","Gauss01","124","EM64T","3.60","4.2.1","Seagate","Bloomington, MN","no","N/A","892.8"
"2005-08-16","pakiPoweR","4","Pentium 4","3.20","3.3.0","N/A","Islamabad","no","N/A","25.6"
"2005-08-18","Grendel-IME","4","Pentium 4","3.00","4.0.0","IME","Rio de Janeiro","yes","N/A","24"
"2005-08-19","Azamat","4","Pentium 4","2.80","4.0.0","National IT Center","Bishkek, Kyrgyzstan","no","N/A","22.4"
"2005-08-19","UOLHPC","64","EM64T","2.80","3.3.0","University of Luton","Luton, UK","no","N/A","358.4"
"2005-08-25","sums","134","Pentium 3","1.00","4.0.0","N/A","Pasadena","no","N/A","134"
"2005-08-26","ABACUS","10","Pentium 4","2.33","2.3.2","Artificial Evolution Group (GEA), Universidad de Extremadura","Mérida, Spain","no","Purpose: Research on efficient implementation of Biologically Inspired Algorithms, such as Evolutionary Algorithms and Distributed Cellular Automata, in Parallel and Distributed ComputingApplications to: Modelling and Simulation of Complex Systems and Systems OptimizationContact: José Luis Guisado (jlguisado at unex.es)","46.6"
"2005-08-28","icim","5","Pentium 3","0.60","4.0.0","interdisciplinary Center for Immersive Media, Cal State East Bay","Hayward,CA","no","N/A","3"
"2005-08-29","STYRACOSAURUS","7","Athlon 64","3.20","4.0.0","Mammoth Corporation","Brazil","yes","N/A","44.8"
"2005-08-30","CCMP-FJNU","33","Opteron","2.00","4.0.0","Fujian Normal University, P. R. China","Fuzhou","no","N/A","132"
"2005-08-30","vdw","4","Opteron","1.60","3.3.0","University of Waterloo","Waterloo","no","N/A","12.8"
"2006-11-07","Lynnwood Cluster","24","Opteron","2.40","4.1","Geomatrix Consultants","Seattle","no","Used for Meteorological and Air Quality modeling.","115.2"
"2005-09-19","euler.tp1.rub.de","64","Opteron","2.40","4.0.0","Institut für Theoretische Physik I","Bochum, Germany","no","N/A","307.2"
"2005-09-20","MEGALOSAURUS","9","EM64T","3.00","4.0.0","Mammoth Corporation","Brazil","yes","N/A","54"
"2005-09-21","VDUPDC","5","Pentium 4","2.94","4.0.0","Vytautas Magnus University","Kaunas, Lithuania","no","N/A","29.4"
"2005-09-21","HPC PRI","3","Pentium 4","3.14","4.0.0","KUM Institute Psychophysiology and Rehabilitation","Palanga, Lithuania","no","N/A","18.84"
"2005-09-28","Titan Cluster","19","Pentium 4","3.00","4.0.0","Dept. of Electronics Engineering of TEI of Athens","Athens","yes","N/A","114"
"2005-09-28","Peanut","16","Pentium 3","1.80","4.0.0","Weber State University Computer Science Dept.","Ogden UT 84408","yes","Hardware procured ... installing software.","28.8"
"2005-09-29","Olympus","256","EM64T","3.20","3.3.0","Univ. of Alabama at Birmingham - Computer & Information Sciences","Birmingham, AL","no","N/A","1638.4"
"2005-09-30","grisu","12","Pentium 3","1.00","4.0.0","Nuovo Pignone S.p.A.","Firenze - Italy","no","N/A","12"
"2005-10-08","DreamTinyCluster","5","Pentium 3","0.55","4.0.0","Dream Lab, UCI","Irvine, California, U.S.","no","N/A","2.75"
"2005-10-03","Bonanza","422","EM64T","3.40","3.3.0","University of Washington Chemistry","Seattle","no","N/A","2869.6"
"2005-10-04","redox","34","Opteron","2.00","Other","Stanford University","Stanford","yes","N/A","136"
"2005-10-05","PitLab","4","Pentium 4","2.80","Unspecified","Virginia Tech","Blacksburg","yes","N/A","22.4"
"2005-10-06","Nick","152","EM64T","3.40","4.0.0","USC College of Engineering and Information Technology","Columbia, SC","no","N/A","1033.6"
"2005-10-07","Lummerland","1","Pentium 4","3.00","4.0.0","UC Davis","Davis,CA","yes","N/A","6"
"2005-10-08","shredder","3","Pentium 4","2.40","3.3.0","cm","cm","yes","N/A","14.4"
"2005-10-11","ANKYLOSAURUS","32","Athlon 64","3.00","4.0.0","Mammoth Corporation","Brazil","yes","N/A","192"
"2005-10-11","BRACHIOSAURUS","32","EM64T","3.00","4.0.0","Mammoth Corporation","Brazil","yes","N/A","192"
"2005-10-14","latitude","14","EM64T","3.00","Other","CWRU","Cleveland OH","no","N/A","84"
"2005-10-14","Athena_69","969","EM64T","3.40","4.0.0","ACME","Brazil","no","Real state for future dream.","6589.2"
"2005-10-15","Search","92","EM64T","3.20","4.0.0","Universidade do Minho","Portugal","no","N/A","588.8"
"2005-10-16","BRONTOSAURUS","44","Pentium 4","3.20","4.0.0","Mammoth Corporation","Brazil","yes","N/A","281.6"
"2005-10-20","Cluster Fisica","38","Pentium 4","2.73","3.3.0","Instituto de Fisica, Universidad de Antioquia","Medellin, Colombia","yes","N/A","207.48"
"2005-10-20","Basalt","45","Athlon XP","1.80","4.0.0","Edith Cowan University","Perth, Western Australia","no","N/A","162"
"2005-10-24","AIS GSM","1","Pentium 4","1.80","4.1","NONSI","Bangkok","yes","N/A","3.6"
"2007-12-18","Coco","224","Opteron","2.20","4.0.0","Centre des materiaux - Ecole des mines de Paris","Evry - France","no","http://www.mat.ensmp.fr/Competences/en_cluster.php","985.6"
"2005-10-24","Nutzy","4","Pentium 3","0.50","3.3.0","N/A","N/A","yes","N/A","2"
"2005-10-26","Tombstone","2","Pentium 3","0.93","4.0.0","EDSC","Meaux","no","N/A","1.86"
"2005-10-26","Cerberus","186","EM64T","3.20","4.0.0","NCSU","Raleigh","no","N/A","1190.4"
"2005-10-27","Computation","40","Opteron","2.00","Other","HPCC","Ha Noi","no","N/A","160"
"2005-10-27","TOROSAUR","7","Opteron","3.40","4.1","Mammoth Corporation","Brazil","yes","N/A","47.6"
"2005-10-27","Tempest","18","Opteron","2.40","4.0.0","Impa","Rio de Janeiro","no","N/A","86.4"
"2013-12-12","odLZREIiVc","4","Itanium","2.40","2.3.2","odLZREIiVc","Menlo Park, CA","no","http://nisco.net/doc/#6 valium drug screening urine - buy valium online with mastercard","38.4"
"2005-10-30","cluster_home","7","Pentium 3","0.93","4.1","Burnash Computing Solutions","Bernardsville, NJ","no","N/A","6.51"
"2005-11-01","EOS","6","Pentium 4","2.80","4.1","Team Gemini","Bradley University","yes","BCS Data Com Classwork","33.6"
"2005-11-01","icbcluster2","8","Opteron","2.20","3.3.0","ICB-CNR","Pozzuoli (NA) - Italy","no","N/A","35.2"
"2005-11-02","Earth-Cluster","16","Opteron","1.60","4.0.0","PotashCorp","Saskatoon","no","N/A","51.2"
"2005-11-06","marclus1","4","EM64T","3.20","4.0.0","Marin","Wagening, The Netherlands","no","N/A","25.6"
"2005-11-07","fusion","128","EM64T","3.20","3.3.0","University of Kansas","Lawrence","no","N/A","819.2"
"2005-11-09","hera","8","Athlon XP","2.10","4.1","LTFD/COPPE/UFRJ","Rio de Janeiro, Brazil","no","N/A","33.6"
"2005-11-09","zeus.ltfd.ufrj.br","17","Pentium 4","3.00","3.2.0","LTFD/COPPE/UFRJ","Rio de Janeiro, Brazil","no","N/A","102"
"2005-11-10","regia","32","Opteron","2.40","4.0.0","Washington University in St. Louis","St. Louis, Missouri","no","N/A","153.6"
"2006-02-26","mc-cc","92","Pentium 4","3.00","4.0.0","Stanford University -ME","Stanford","no","N/A","552"
"2005-11-14","NCEAS MicroCluster","14","Pentium 4","1.50","4.1","NCEAS","Santa Barbara","no","N/A","42"
"2005-11-14","vortex","16","Pentium 3","3.20","4.0.0","CGUL","Lisbon","no","N/A","51.2"
"2005-11-14","cirrus","9","Pentium 4","3.20","3.2.0","CGUL","Lisbon","no","N/A","57.6"
"2005-11-15","kudzu","30","Pentium 4","2.80","4.0.0","Center for Computational Genomics and Bioinformatics","Minneapolis, MN USA","yes","N/A","168"
"2005-11-15","flower.ccgb","14","Pentium 3","1.40","3.3.0","Center for Computational Genomics and Bioinformatics","Minneapolis, MN USA","yes","N/A","19.6"
"2005-11-15","Doll","20","Opteron","2.40","4.1","Cancer Epidemiology - Northwestern University","Chicago","no","N/A","96"
"2005-11-16","Crayfish","160","Pentium 4","3.06","4.0.0","Louisiana State University","Shreveport, Louisiana","no","N/A","979.2"
"2005-11-16","MyCluster","200","Pentium 4","3.06","Unspecified","N/A","N/A","no","N/A","1224"
"2005-11-18","Tatanka","624","EM64T","3.40","4.0.0","University Of Calgary Biocomputing","Calgary, Alberta Canada","no","Dell PowerEdge 1425SC w/ gigabit Ethernet","4243.2"
"2005-11-18","Wapiti","88","EM64T","3.06","4.0.0","University Of Calgary Biocomputing","Calgary, Alberta Canada","no","Dell PowerEdge 1750 w/ gigabit Ethernet","538.56"
"2005-11-20","nhnphu","1","Pentium 4","4.00","Unspecified","N/A","N/A","no","N/A","8"
"2005-11-23","NIC Cluster","80","EM64T","3.20","4.1","University of Missouri - Rolla","Rolla","yes","N/A","512"
"2010-02-14","Atlantico","64","EM64T-4","3.00","5.0","Grupo EDANYA. Universidad de Malaga","Malaga (Spain)","no","N/A","768"
"2005-12-01","Bicho","9","EM64T","3.00","4.0.0","Universidad Nacional de Educación a Distancia","Madrid","no","N/A","54"
"2008-06-23","archipelago","12","Pentium 4","3.00","4.2","CCM - Centro de Ciências Matemáticas","Madeira Island, Portugal","yes","N/A","72"
"2005-12-06","Try More(99)","1","Pentium 4","2.50","2.2.1","sat","abcd","yes","N/A","5"
"2005-12-06","now01","30","Athlon","1.00","4.1","University of Oriental Piedmon","Alessandria - Italy","no","N/A","30"
"2005-12-06","yet01","12","Opteron","2.40","4.1","University of Oriental Piedmont","Alessandria - Italy","no","N/A","57.6"
"2005-12-06","Micro Machine II","19","Pentium 4","3.00","4.1","GCD (Grup de Computacio Distribuïda)","University of Lleida. Lleida (Spain)","no","N/A","114"
"2006-01-03","butterfly cluster","9","Pentium 4","2.00","4.1","Valencia Community College","Orlando","no","N/A","36"
"2009-05-26","TITAN III","4376","EM64T-4","2.30","5.1","University of Oslo","Oslo, Norway","no","TITAN III is a general purpose computing cluster at University of Oslo. The cluster interconnect is a 3456 port SUN Magnum InfiniBand switch. 1PB storage provides storage to various research projects.","40259.2"
"2005-12-08","KTS Supercomptuer","16","Pentium 4","3.00","4.1","Kowloon Technical School","Hong Kong","no","N/A","96"
"2005-12-12","malibu","54","Opteron","1.60","4.1","Dep. Quimica Fisica-Universitat de Valencia","Burjassot (Valencia)","no","N/A","172.8"
"2005-12-13","Atmos","40","Opteron","2.20","4.0.0","Malaysian Meteorological Department/Open Source Systems Sdn Bhd","Petaling Jaya","no","We are running Mesoscale Model 5 (MM5)","176"
"2005-12-13","Hanks Beowulf Cluster","5","Pentium 4","1.70","4.1","Hanks High School","El Paso, TX","no","N/A","17"
"2005-12-14","tortota","10","Pentium 4","3.00","4.1","CIMAT","Guanajuato","no","N/A","60"
"2005-12-15","nano_cluster","6","Opteron","3.20","3.0.0","ccmc-unam","Ensenada","yes","N/A","38.4"
"2005-12-15","diei092","4","Pentium 4","2.00","4.1","udl","Lleida","no","N/A","16"
"2005-12-17","McKendree College Cluster","20","Pentium 4","2.00","4.1","McKendree College CSI Dept","Lebanon, IL","no","N/A","80"
"2005-12-19","newton","14","EM64T","3.00","4.1","IIT","Mumbai","no","N/A","84"
"2005-12-21","TSC Thunder Strike","40","Opteron","2.40","4.1","TSC Server Engineering","Fletcher, OH","no","N/A","192"
"2005-12-21","goldorak","24","Athlon MP","2.40","Unspecified","Quebec Bioinformatics Network","Montreal, Qc","no","N/A","115.2"
"2005-12-21","Hattoncluster66","36","EM64T","3.60","4.0.0","MIT","Cambridge","no","N/A","259.2"
"2005-12-28","NPGRID","55","Athlon MP","2.60","4.1","Hadronic Nuclear Physics, Florida State University","Tallahassee, Florida USA","no","N/A","286"
"2008-12-03","Pingo","24","Pentium 4","2.80","4.0.0","Risoe DTU","Denmark, Roskilde","no","Closed December 2008.","134.4"
"2006-10-06","c6","24","Athlon MP","1.40","4.2.1","TomoTherapy Incoporated","Madison, WI, USA","no","N/A","67.2"
"2006-01-05","Zeus","512","EM64T","3.20","4.1","Embry Riddle Aeronautical University","Daytona Beach, FL","no","N/A","3276.8"
"2006-01-06","Hrothgar","256","EM64T","3.20","3.3.0","Texas Tech University","Lubbock, TX","no","N/A","1638.4"
"2006-01-07","pv-jet","16","Pentium 4","2.40","3.3.0","Burnham Institute","SAn Diego","no","N/A","76.8"
"2006-11-10","c7","32","Pentium 4","2.40","4.2.1","TomoTherapy Incorporated","Madison, WI, USA","no","N/A","153.6"
"2011-06-04","sOfficklib","18","Athlon","2.40","2.2.1","sOfficklib","USA","no","N/A","43.2"
"2006-10-06","c9","32","Pentium 4","2.20","4.2.1","TomoTherapy Incorporated","Madison, WI, USA","no","N/A","140.8"
"2006-11-11","c10","32","Pentium 4","2.80","4.2.1","TomoTherapy Incorporated","Madison, WI, USA","no","N/A","179.2"
"2006-01-11","Photonics","32","Pentium 4","2.00","4.1","Nano and Micro Devices Center, Univ. of Alabama in Huntsville","Huntsville, AL","no","N/A","128"
"2006-01-13","Mickeys first cluster","1","Athlon 64","2.00","4.1","Mountain computer Company","Germanton","no","had problem with pci setting, removed it and server came up.","4"
"2006-01-14","lilligrid","38","Opteron","2.20","4.1","Istituto per le Applicazioni del Calcolo Mauro Picone CNR","Napoli","yes","N/A","167.2"
"2006-01-16","Aurora","34","Pentium 4","1.40","3.3.0","Grid Computing Lab,","Universiti Sains Malaysia (USM), Penang","no","N/A","95.2"
"2006-01-20","Ikelite","64","EM64T","3.20","4.1","Calit2","San Diego","yes","N/A","409.6"
"2006-01-25","Kant","5","Athlon","1.60","4.0.0","Dr Morales TTU Chem","Lubbock, Texas","no","N/A","8"
"2006-01-27","Atmosfera","3","Other","2.53","Unspecified","N/A","N/A","yes","N/A","7.59"
"2006-01-27","Caprock","8","Athlon 64","2.20","4.1","H","N/A","yes","N/A","35.2"
"2006-01-30","Falcon","9","Pentium 4","3.00","3.1.0","Physics Deptt., Jamia Millia Islamia (A central university)","New Delhi, India","no","N/A","54"
"2006-02-01","marsrocks","10","Pentium 3","1.30","4.1","UCLA","Los Angeles","no","N/A","13"
"2006-02-01","servidor","4","Pentium 3","0.87","Other","Escola Dr. Francisco Sanches","Braga - Portugal","no","N/A","3.48"
"2006-02-06","Donkeykong","11","Other","2.80","3.3.0","Villanova University","Philadelphia","no","N/A","30.8"
"2006-02-06","BUBBA","120","Opteron","1.80","4.1","University of Nevada, Reno","Reno","no","http://bioinformatics.unr.edu","432"
"2006-02-08","hpcmath","10","EM64T","3.00","4.1","math kmutt","Bangkok Thailand","yes","N/A","60"
"2008-06-13","Biocluster","14","EM64T","3.20","4.3","Howard University","Washginton DC","no","N/A","89.6"
"2006-02-09","Bagels CVA","80","Opteron","2.20","4.1","Stanford University, Concurrent VLSI Architecture Group","Palo Alto, CA","no","N/A","352"
"2006-02-09","Adam","21","Opteron","1.80","4.1","University of Houston, Department of Physics","Houston, Tx","no","N/A","75.6"
"2008-05-20","Hua","24","Pentium 4","3.40","4.1","Department of Civil Engineering National Ilan University","Ilan, Taiwan","no","N/A","163.2"
"2006-02-10","cluster FM","32","Opteron","2.60","4.1","Technical University of Liberec","Liberec, Czech Republic","no","N/A","166.4"
"2006-02-12","kyle","50","Unspecified","1.20","Unspecified","N/A","N/A","no","N/A","60"
"2006-02-16","Medea","2","Pentium","0.45","4.1","West Bohemia University","Pilsen","no","The Rocks frontend medea is in a experimental mode.","0.9"
"2006-02-17","cluster.physics.ewc.edu","12","Pentium 4","3.40","4.1","Edward Waters College","1658 Kings Road, Jacksonville, FL 32209","yes","N/A","81.6"
"2006-02-20","Titan (CENCAR)","24","Athlon 64","2.00","4.1","Universidad de Guadalajara","Guadalajara, Jalisco, Mexico","yes","N/A","96"
"2006-02-21","Puffin","16","EM64T","3.40","4.1","Forsyth Technical Community College","Winston-Salem, NC","no","N/A","108.8"
"2006-02-22","wipeout","16","Opteron","2.00","4.1","Naval Postgraduate School","Monterey","no","Dual-core opterons at 2 GHz, about 4 GB of memory per node, 32 cores total, gigabit ethernet. Linpacks at around 30 Gflop.","64"
"2006-02-24","SSOMBC","24","Opteron","2.00","4.1","Loyola University Chicago Stritch School of Medicine","Chicago","no","N/A","96"
"2006-02-24","albert","24","Opteron","2.00","4.1","MechAssociates, LLC","Victoria, TX","yes","N/A","96"
"2006-02-25","ENQUEUE","16","Athlon MP","2.13","4.1","KMITNB","Bangkok","no","N/A","68.16"
"2006-03-14","datagrid1","3","Pentium 4","1.80","4.1","University of Malaya","Kuala Lumpur","yes","N/A","10.8"
"2006-03-01","IU School of Medicine (Biochemistry & Proteomics)","18","Itanium","3.20","4.1","IU School of Medicine","Indianapolis","no","N/A","230.4"
"2006-03-03","itanium","64","Itanium 2","1.40","3.3.0","National Electronics and Computer Technology Center","Pathumthani, Thailand","yes","N/A","358.4"
"2006-03-08","typhoon1","10","Opteron","2.00","4.1","Naval Research Laboratory","Monterey","no","Went to San Diego to meet with Rocks guys who debugged an install problem.","40"
